Filename, TSM, FileMeanOS, SMOS, OMOS27,
Saxophones_1_uTVS_53.83_per.wav,53.83,3.552135824,3.552135706,3.348352194, 
Guitar_FESOLA_65.24_per.wav,65.24,1.671187482,1.67118746,2.412261605, 
Oboe_piano_2_FESOLA_78.21_per.wav,78.21,3.339533054,3.339533091,3.188199282, 
Woodwinds_3_WSOLA_44.27_per.wav,44.27,2.368834744,2.368834734,2.111412406, 
Male_18_PV_IPL_78.21_per.wav,78.21,3.222678347,3.222678423,3.402451038, 
Triangle_01_PV_192.4_per.wav,192.4,3.070877535,3.070877552,3.38306284, 
There_is_no_way_FESOLA_138.1_per.wav,138.1,3.934557218,3.934557199,3.985364676, 
Female_8_PV_138.1_per.wav,138.1,2.959629013,2.959629059,3.562163115, 
Yellow_1_uTVS_38.38_per.wav,38.38,3.252997793,3.252997875,3.676540613, 
Saxophones_3_HPTSM_38.38_per.wav,38.38,2.589996779,2.589996815,2.486955881, 
Alto_Sax_08_FESOLA_65.24_per.wav,65.24,3.344689136,3.344689131,3.980183601, 
Female_1_PV_IPL_65.24_per.wav,65.24,3.051679634,3.051679611,3.236319542, 
Tambourine_02_PV_IPL_138.1_per.wav,138.1,4.580252989,4.580252886,4.099220276, 
Female_BV_1_PV_IPL_44.27_per.wav,44.27,2.814723294,2.814723253,3.073125601, 
Percussion_PV_IPL_82.58_per.wav,82.58,3.473955412,3.473955393,3.386711121, 
Percussion_PV_53.83_per.wav,53.83,2.823405997,2.823405981,2.135603905, 
Child_1_PV_IPL_53.83_per.wav,53.83,3.364659345,3.364659309,2.979390502, 
Male_5_WSOLA_192.4_per.wav,192.4,4.176411543,4.176411629,3.676355362, 
Ardour_1_uTVS_65.24_per.wav,65.24,3.749271788,3.74927187,3.679211855, 
Synth_Pad_1_WSOLA_138.1_per.wav,138.1,3.622850721,3.622850657,3.657449961, 
Electropop_6_PV_192.4_per.wav,192.4,3.164452004,3.164452076,3.216909647, 
Chiptune_PV_82.58_per.wav,82.58,3.739223771,3.739223719,3.776706219, 
Bass_2_WSOLA_192.4_per.wav,192.4,3.298289523,3.298289537,3.840441465, 
Female_BV_2_FESOLA_53.83_per.wav,53.83,1.770200165,1.770200193,1.517116785, 
Male_12_FESOLA_82.58_per.wav,82.58,2.894675165,2.894675136,3.161326647, 
Male_9_HPTSM_78.21_per.wav,78.21,3.224512729,3.224512815,3.036591768, 
Synth_Pad_1_PV_44.27_per.wav,44.27,3.44683704,3.446836948,3.591524601, 
Rock_2_PV_65.24_per.wav,65.24,3.391481739,3.391481638,3.487841368, 
Dorothy_2_PV_IPL_192.4_per.wav,192.4,3.75936342,3.759363413,4.23447299, 
Female_9_PV_IPL_38.38_per.wav,38.38,1.810937386,1.810937405,1.95367527, 
Female_8_WSOLA_38.38_per.wav,38.38,1.676745134,1.676745117,2.067534328, 
Perc_2_HPTSM_166.7_per.wav,166.7,4.3721773,4.372177362,4.077432632, 
Ardour_1_HPTSM_38.38_per.wav,38.38,2.677663162,2.677663207,2.846772075, 
Brass_and_perc_6_uTVS_99.61_per.wav,99.61,3.159361041,3.159361124,3.120113373, 
Music_Box_01_FESOLA_65.24_per.wav,65.24,2.772965767,2.772965789,3.259632587, 
Sop_Sax_05_uTVS_138.1_per.wav,138.1,4.176052958,4.176053047,4.274501801, 
Male_2_HPTSM_138.1_per.wav,138.1,4.455209058,4.455209017,3.841805458, 
Saxophones_4_PV_44.27_per.wav,44.27,3.356676491,3.356676579,3.572676897, 
Female_1_uTVS_192.4_per.wav,192.4,3.462696988,3.462697029,3.565370798, 
Saxophones_4_PV_65.24_per.wav,65.24,4.313595839,4.313595772,4.249748468, 
Rain_Stick_St_05_uTVS_65.24_per.wav,65.24,3.398862128,3.398862123,3.88921833, 
Solo_flute_1_FESOLA_99.61_per.wav,99.61,4.926251494,4.926251411,4.390666962, 
Oboe_piano_3_FESOLA_44.27_per.wav,44.27,1.713589102,1.713589072,1.816759288, 
Alto_Sax_08_uTVS_53.83_per.wav,53.83,4.341522627,4.341522694,4.094735861, 
Female_1_PV_99.61_per.wav,99.61,4.771847738,4.771847725,4.304549694, 
Alto_Sax_17_PV_IPL_166.7_per.wav,166.7,4.43954627,4.439546347,4.358324051, 
Vaccum_cleaner_2_WSOLA_44.27_per.wav,44.27,2.536237199,2.53623724,2.943946362, 
Male_21_PV_IPL_38.38_per.wav,38.38,2.467811838,2.467811823,2.023141384, 
Oboe_cello_2_uTVS_82.58_per.wav,82.58,4.252202272,4.252202272,4.369616032, 
Female_9_WSOLA_82.58_per.wav,82.58,4.4729194,4.472919464,4.103977442, 
Rock_2_WSOLA_65.24_per.wav,65.24,2.629402424,2.629402399,3.04733777, 
Music_Box_01_PV_IPL_166.7_per.wav,166.7,3.986938032,3.986938,3.763452768, 
Triangle_01_uTVS_99.61_per.wav,99.61,3.890318858,3.890318871,4.168424845, 
Voice_and_Piano_4_PV_IPL_99.61_per.wav,99.61,4.963495667,4.963495731,4.409323454, 
Oboe_piano_2_uTVS_99.61_per.wav,99.61,2.809963301,2.809963346,2.835896015, 
Male_23_PV_78.21_per.wav,78.21,2.984142881,2.9841429,2.85776031, 
Chiptune_PV_192.4_per.wav,192.4,3.142975328,3.14297533,3.494164228, 
Shaker_01_HPTSM_166.7_per.wav,166.7,3.626300881,3.626300812,3.813618183, 
Male_sing_1_PV_IPL_65.24_per.wav,65.24,3.165738633,3.165738583,3.33355999, 
Voice_and_Piano_5_WSOLA_192.4_per.wav,192.4,3.85035482,3.85035491,3.95393157, 
Mexican_Flute_01_WSOLA_38.38_per.wav,38.38,2.25675322,2.256753206,2.10819757, 
Brass_and_perc_6_PV_IPL_99.61_per.wav,99.61,4.429740348,4.429740429,4.257652521, 
Child_1_PV_IPL_78.21_per.wav,78.21,4.152985384,4.152985334,4.178793669, 
Tambourine_01_uTVS_166.7_per.wav,166.7,4.289942476,4.289942503,4.369361877, 
Child_1_WSOLA_192.4_per.wav,192.4,4.578872789,4.578872681,4.246235847, 
Female_opera_PV_IPL_82.58_per.wav,82.58,4.613189177,4.61318922,4.390118599, 
Male_5_HPTSM_138.1_per.wav,138.1,4.268524483,4.268524408,3.680828571, 
Jazz_2_PV_IPL_99.61_per.wav,99.61,4.594784845,4.594784737,4.225836754, 
Male_12_PV_138.1_per.wav,138.1,3.131809962,3.13180995,3.277240753, 
Bass_2_PV_38.38_per.wav,38.38,2.250973033,2.250972986,2.425557017, 
Vaccum_cleaner_2_WSOLA_166.7_per.wav,166.7,4.28899782,4.288997889,3.909223318, 
Child_3_WSOLA_82.58_per.wav,82.58,3.427261234,3.427261353,4.355309248, 
C_minor_Aeolian_WSOLA_65.24_per.wav,65.24,2.128916265,2.128916264,2.021622539, 
Oboe_cello_2_HPTSM_138.1_per.wav,138.1,4.095623587,4.095623493,4.082336903, 
Male_2_HPTSM_38.38_per.wav,38.38,1.944826785,1.944826782,2.236863971, 
There_is_no_way_PV_IPL_44.27_per.wav,44.27,1.367827199,1.367827207,1.67276144, 
Alto_Sax_07_WSOLA_44.27_per.wav,44.27,3.984720575,3.984720469,3.25292325, 
Male_18_FESOLA_166.7_per.wav,166.7,2.710709052,2.710709095,3.266097546, 
Female_12_WSOLA_99.61_per.wav,99.61,4.371194751,4.371194839,4.270875454, 
Yellow_1_PV_IPL_53.83_per.wav,53.83,4.037849689,4.037849665,3.239269257, 
Oriental_2_HPTSM_192.4_per.wav,192.4,3.54595561,3.545955658,3.522910595, 
Guitar_PV_99.61_per.wav,99.61,4.808148132,4.808148146,4.332312107, 
Voice_and_Piano_5_WSOLA_38.38_per.wav,38.38,1.14971689,1.149716884,1.422799319, 
Choral_PV_IPL_53.83_per.wav,53.83,2.129628927,2.129628897,2.263920188, 
Male_24_WSOLA_166.7_per.wav,166.7,3.260421988,3.260421991,3.552437544, 
Female_10_WSOLA_192.4_per.wav,192.4,3.719371873,3.719371796,3.803196669, 
Vaccum_cleaner_2_PV_65.24_per.wav,65.24,4.459857415,4.459857464,4.205425262, 
Oboe_cello_2_PV_IPL_44.27_per.wav,44.27,3.682054335,3.682054281,3.532612562, 
Male_18_PV_138.1_per.wav,138.1,2.971956694,2.97195673,3.502238274, 
Female_11_PV_53.83_per.wav,53.83,2.814971466,2.814971447,2.749017477, 
Alto_Sax_06_HPTSM_82.58_per.wav,82.58,4.694175918,4.694175959,4.54899621, 
G_Minor_WSOLA_53.83_per.wav,53.83,2.685916108,2.685916066,2.612228036, 
C_minor_Aeolian_uTVS_44.27_per.wav,44.27,2.225028422,2.225028396,2.214029074, 
Male_21_PV_38.38_per.wav,38.38,2.304118814,2.304118872,2.216061711, 
Female_1_WSOLA_65.24_per.wav,65.24,3.564421434,3.564421415,3.36939311, 
E_piano_1_HPTSM_166.7_per.wav,166.7,3.783535314,3.783535242,3.343677044, 
Synth_Pad_1_uTVS_192.4_per.wav,192.4,3.446881365,3.446881294,3.836368799, 
Rain_Stick_St_05_PV_99.61_per.wav,99.61,4.800017843,4.800017834,3.903022528, 
Thumb_Piano_01_WSOLA_82.58_per.wav,82.58,4.278612844,4.278612852,4.07999754, 
Female_6_uTVS_192.4_per.wav,192.4,3.61962286,3.619622946,3.66242981, 
Electropop_6_FESOLA_44.27_per.wav,44.27,1.576875704,1.576875687,1.531885266, 
Oboe_piano_2_uTVS_44.27_per.wav,44.27,2.859915953,2.859915972,3.394554853, 
Farmacist_2_HPTSM_82.58_per.wav,82.58,4.168794942,4.16879487,3.865546703, 
Sop_Sax_05_PV_78.21_per.wav,78.21,4.248225828,4.248225927,4.038117886, 
Oboe_cello_2_uTVS_166.7_per.wav,166.7,4.330016024,4.330016136,4.130353451, 
Male_sing_1_FESOLA_192.4_per.wav,192.4,3.006795535,3.006795645,3.640125275, 
Brass_and_perc_5_WSOLA_38.38_per.wav,38.38,1.750275955,1.75027597,1.719112635, 
Male_13_FESOLA_65.24_per.wav,65.24,2.01744369,2.017443657,2.808712125, 
Female_6_HPTSM_138.1_per.wav,138.1,3.906438672,3.906438589,3.810950279, 
Male_15_PV_IPL_192.4_per.wav,192.4,3.666809398,3.66680932,3.242831945, 
Shaker_01_PV_IPL_44.27_per.wav,44.27,2.434147727,2.434147716,2.679162621, 
Electropop_6_PV_138.1_per.wav,138.1,3.306147107,3.306147099,2.934422016, 
Sop_Sax_05_uTVS_192.4_per.wav,192.4,4.425653023,4.425652981,4.167422771, 
Male_19_FESOLA_99.61_per.wav,99.61,4.665334534,4.665334463,4.001563072, 
Alto_Sax_07_FESOLA_38.38_per.wav,38.38,2.434378911,2.434378862,2.616989493, 
Rock_2_PV_IPL_53.83_per.wav,53.83,1.633208114,1.633208096,1.739655435, 
Female_5_uTVS_138.1_per.wav,138.1,4.145994616,4.145994663,3.907338381, 
Farmacist_2_FESOLA_78.21_per.wav,78.21,3.451013083,3.451013088,3.289908171, 
Alto_Sax_16_HPTSM_192.4_per.wav,192.4,3.636120772,3.636120796,4.217901945, 
Synth_Bass_1_PV_38.38_per.wav,38.38,1.65646593,1.656465948,1.664218307, 
Female_11_FESOLA_53.83_per.wav,53.83,2.68874338,2.688743353,2.219044089, 
Female_1_HPTSM_99.61_per.wav,99.61,4.623420901,4.623420954,4.296582699, 
Choral_PV_38.38_per.wav,38.38,3.112708749,3.112708807,3.354692459, 
Guitar_HPTSM_99.61_per.wav,99.61,4.097748999,4.097748995,4.100182056, 
Male_13_PV_IPL_65.24_per.wav,65.24,2.708027256,2.708027244,3.216548204, 
Child_2_HPTSM_44.27_per.wav,44.27,2.000348856,2.000348806,1.966093421, 
Sop_Sax_05_uTVS_44.27_per.wav,44.27,3.42224087,3.422240973,3.687777519, 
Vaccum_cleaner_2_HPTSM_38.38_per.wav,38.38,3.825638981,3.825639009,4.003010988, 
Child_1_PV_IPL_138.1_per.wav,138.1,4.195756743,4.195756674,4.450657606, 
Male_9_WSOLA_38.38_per.wav,38.38,1.822636455,1.822636485,1.664430499, 
Male_9_HPTSM_38.38_per.wav,38.38,1.696462522,1.696462512,1.519636214, 
Triangle_01_WSOLA_82.58_per.wav,82.58,2.78159596,2.781595945,3.77050519, 
Male_2_FESOLA_44.27_per.wav,44.27,1.83843837,1.838438392,1.714603186, 
Solo_flute_1_HPTSM_82.58_per.wav,82.58,4.554610134,4.554610252,4.230837107, 
Dorothy_2_FESOLA_99.61_per.wav,99.61,4.561890519,4.561890602,4.244972944, 
I_Believe_it_1_PV_78.21_per.wav,78.21,3.57472806,3.574728012,3.339737654, 
Woodwinds_3_FESOLA_99.61_per.wav,99.61,4.62027079,4.620270729,4.29123354, 
Yellow_2_FESOLA_99.61_per.wav,99.61,4.233262655,4.233262539,4.651400089, 
Ocarina_01_FESOLA_99.61_per.wav,99.61,4.811415126,4.811415195,4.482706785, 
Voice_and_Piano_4_PV_44.27_per.wav,44.27,2.932365055,2.93236506,2.888436317, 
Woodwinds_5_PV_IPL_82.58_per.wav,82.58,4.753969248,4.753969193,4.586683035, 
Ocarina_01_WSOLA_82.58_per.wav,82.58,4.521378922,4.521378994,4.20722127, 
Farmacist_2_FESOLA_99.61_per.wav,99.61,4.715242774,4.715242863,3.88574338, 
Tambourine_02_uTVS_44.27_per.wav,44.27,3.621371007,3.621371031,3.742807627, 
Guitar_uTVS_138.1_per.wav,138.1,4.009272799,4.009272814,4.042250633, 
Triangle_01_PV_99.61_per.wav,99.61,4.700492837,4.700492859,3.868564129, 
Child_3_WSOLA_99.61_per.wav,99.61,4.644426734,4.644426823,4.255675316, 
Chiptune_PV_IPL_138.1_per.wav,138.1,4.22490747,4.224907398,4.255972862, 
Music_Box_01_FESOLA_78.21_per.wav,78.21,3.577336352,3.577336311,3.469172478, 
Mexican_Flute_01_uTVS_38.38_per.wav,38.38,3.17772855,3.177728653,3.050291777, 
Female_10_FESOLA_82.58_per.wav,82.58,4.04634108,4.046341181,4.141015053, 
Jazz_2_FESOLA_78.21_per.wav,78.21,2.3497932,2.349793196,2.09886241, 
Mexican_Flute_01_PV_IPL_138.1_per.wav,138.1,4.188696943,4.188696861,4.428876638, 
Female_11_PV_82.58_per.wav,82.58,2.571528249,2.571528196,3.781449318, 
Farmacist_2_WSOLA_82.58_per.wav,82.58,4.299452695,4.299452782,3.712735176, 
Dorothy_2_uTVS_78.21_per.wav,78.21,4.298203117,4.29820323,3.750206947, 
Male_12_FESOLA_53.83_per.wav,53.83,1.299723834,1.299723834,2.376744032, 
Solo_flute_3_FESOLA_38.38_per.wav,38.38,2.48659163,2.486591578,2.73789227, 
Male_18_WSOLA_138.1_per.wav,138.1,3.759019439,3.759019375,3.324464321, 
Electropop_6_WSOLA_192.4_per.wav,192.4,3.166192512,3.166192532,3.451601744, 
Ardour_1_HPTSM_82.58_per.wav,82.58,3.998761308,3.998761415,4.241436005, 
Music_Box_01_WSOLA_65.24_per.wav,65.24,3.072551377,3.072551489,3.412806273, 
Drums_2_PV_IPL_78.21_per.wav,78.21,4.045763134,4.045763016,3.862029552, 
Triangle_01_PV_65.24_per.wav,65.24,3.559680486,3.559680462,3.801010847, 
Solo_flute_3_uTVS_192.4_per.wav,192.4,4.418827259,4.418827295,4.233963966, 
Male_24_HPTSM_82.58_per.wav,82.58,3.368575252,3.368575335,3.58258462, 
Brass_and_perc_10_FESOLA_82.58_per.wav,82.58,2.93292198,2.932922006,3.149150372, 
Male_23_PV_IPL_82.58_per.wav,82.58,4.054217898,4.054217815,3.2423141, 
Female_6_PV_166.7_per.wav,166.7,2.754535533,2.754535556,3.253036261, 
Female_11_HPTSM_138.1_per.wav,138.1,4.055806701,4.055806637,3.965909719, 
Yellow_1_FESOLA_38.38_per.wav,38.38,1.014789032,1.014789032,1.516316354, 
Synth_Pad_1_WSOLA_53.83_per.wav,53.83,2.420023665,2.42002368,2.844978452, 
Rock_2_WSOLA_44.27_per.wav,44.27,1.756427277,1.756427288,1.726811349, 
Thumb_Piano_01_PV_44.27_per.wav,44.27,2.152996342,2.152996302,2.149834514, 
Mexican_Flute_01_uTVS_53.83_per.wav,53.83,3.978851259,3.978851318,3.915333509, 
Female_6_WSOLA_44.27_per.wav,44.27,2.25136184,2.251361847,2.227900267, 
Female_opera_PV_44.27_per.wav,44.27,2.543938539,2.543938518,2.792518497, 
Triangle_01_PV_78.21_per.wav,78.21,3.43006313,3.430063248,3.461169004, 
Oboe_cello_2_uTVS_53.83_per.wav,53.83,4.108418025,4.108417988,3.99407053, 
Sop_Sax_05_PV_192.4_per.wav,192.4,2.646476854,2.646476865,4.100598574, 
Male_sing_1_PV_166.7_per.wav,166.7,3.546225294,3.546225309,3.243388891, 
Voice_and_Piano_5_HPTSM_53.83_per.wav,53.83,2.480941839,2.480941892,2.320841312, 
C_minor_Aeolian_uTVS_65.24_per.wav,65.24,2.603618892,2.60361886,2.397671819, 
Alto_Sax_06_PV_38.38_per.wav,38.38,2.996958162,2.996958137,2.670208216, 
Guitar_HPTSM_82.58_per.wav,82.58,3.368974647,3.368974686,3.335000753, 
Female_11_PV_IPL_166.7_per.wav,166.7,4.096312287,4.096312284,3.872697353, 
Yellow_1_uTVS_82.58_per.wav,82.58,4.613136151,4.613136053,4.55641818, 
Ocarina_01_uTVS_82.58_per.wav,82.58,4.631759979,4.631759882,4.247375011, 
Drums_2_PV_65.24_per.wav,65.24,2.923740425,2.923740387,2.55576241, 
Ocarina_01_FESOLA_38.38_per.wav,38.38,3.068656095,3.068656206,3.448386669, 
Female_11_uTVS_44.27_per.wav,44.27,2.887316559,2.887316585,2.71444118, 
Female_9_PV_IPL_44.27_per.wav,44.27,2.186369404,2.186369419,2.160448551, 
Female_1_HPTSM_65.24_per.wav,65.24,2.60440009,2.604400039,2.658242106, 
Ardour_1_PV_IPL_53.83_per.wav,53.83,2.938843738,2.938843727,3.0362432, 
Yellow_2_HPTSM_82.58_per.wav,82.58,4.058688209,4.058688164,4.448180199, 
Farmacist_2_HPTSM_44.27_per.wav,44.27,2.710284044,2.710283995,2.933595657, 
Piano_Turkish_PV_IPL_38.38_per.wav,38.38,2.824764425,2.824764371,2.980940461, 
Bass_2_HPTSM_65.24_per.wav,65.24,2.980894776,2.980894804,2.761651397, 
Farmacist_2_PV_99.61_per.wav,99.61,4.602390362,4.602390289,3.893725634, 
Child_1_HPTSM_138.1_per.wav,138.1,4.289355731,4.289355755,4.249245644, 
Thumb_Piano_01_uTVS_53.83_per.wav,53.83,3.275999648,3.275999546,3.21580863, 
Shaker_01_uTVS_166.7_per.wav,166.7,4.053742329,4.053742409,3.942992449, 
Ardour_1_PV_44.27_per.wav,44.27,2.559223766,2.559223771,2.993570685, 
Sop_Sax_05_FESOLA_192.4_per.wav,192.4,3.924856774,3.924856663,4.39517498, 
Male_sing_1_uTVS_166.7_per.wav,166.7,3.617510663,3.617510557,3.78115201, 
Male_23_WSOLA_38.38_per.wav,38.38,1.827115262,1.827115238,1.800838351, 
Male_9_uTVS_166.7_per.wav,166.7,3.678057602,3.678057671,3.757725477, 
Woodwinds_3_WSOLA_166.7_per.wav,166.7,3.24501121,3.245011091,3.263851404, 
Oboe_cello_2_PV_65.24_per.wav,65.24,3.285943324,3.28594327,3.295622826, 
Jazz_1_HPTSM_99.61_per.wav,99.61,4.095748584,4.095748663,4.011187077, 
Alto_Sax_07_WSOLA_78.21_per.wav,78.21,4.680530643,4.680530548,4.525574923, 
I_Believe_it_3_PV_166.7_per.wav,166.7,3.927717482,3.927717447,3.749254465, 
Triangle_01_PV_IPL_192.4_per.wav,192.4,3.476284244,3.476284266,4.067614555, 
Male_18_PV_IPL_192.4_per.wav,192.4,3.559976096,3.559976101,3.168489456, 
Saxophones_4_uTVS_53.83_per.wav,53.83,3.63916752,3.639167547,3.705472469, 
Female_BV_1_uTVS_166.7_per.wav,166.7,3.399846229,3.399846315,3.344778061, 
Choral_FESOLA_82.58_per.wav,82.58,2.43618251,2.436182499,3.45567131, 
Solo_flute_3_HPTSM_38.38_per.wav,38.38,3.028781587,3.028781652,2.817364216, 
Female_10_uTVS_53.83_per.wav,53.83,3.266709147,3.266709089,2.866687298, 
Female_8_HPTSM_65.24_per.wav,65.24,2.756459774,2.756459832,2.687694192, 
Alto_Sax_08_WSOLA_78.21_per.wav,78.21,4.658294671,4.658294678,4.44773221, 
Oriental_2_HPTSM_82.58_per.wav,82.58,3.07562796,3.075628042,3.291893721, 
Woodwinds_5_uTVS_138.1_per.wav,138.1,4.468823671,4.468823671,4.475676298, 
Male_18_PV_166.7_per.wav,166.7,2.155309487,2.155309439,3.140872002, 
Female_1_uTVS_99.61_per.wav,99.61,3.454033712,3.454033613,3.633203268, 
Brass_and_perc_10_PV_IPL_65.24_per.wav,65.24,2.813987241,2.813987255,3.776895523, 
Oboe_piano_2_WSOLA_138.1_per.wav,138.1,3.854511798,3.854511738,4.016210794, 
Female_opera_uTVS_38.38_per.wav,38.38,3.573841464,3.573841572,3.333131552, 
Male_7_FESOLA_82.58_per.wav,82.58,4.677165773,4.677165747,4.05043149, 
Tambourine_01_HPTSM_53.83_per.wav,53.83,2.740054413,2.740054369,2.412829995, 
Piano_Allegro_FESOLA_192.4_per.wav,192.4,2.83793027,2.837930322,2.943664789, 
Male_15_PV_IPL_38.38_per.wav,38.38,2.064809055,2.064809084,1.893647492, 
Female_1_WSOLA_44.27_per.wav,44.27,2.0490854,2.049085379,1.810072184, 
Oriental_2_HPTSM_138.1_per.wav,138.1,3.563670833,3.563670874,3.608999968, 
Oriental_2_PV_IPL_138.1_per.wav,138.1,3.580284954,3.580285072,3.96243, 
Music_Box_01_PV_65.24_per.wav,65.24,2.661777052,2.66177702,2.728952646, 
Jazz_2_uTVS_65.24_per.wav,65.24,3.505044167,3.505044222,3.563488483, 
Sop_Sax_05_PV_IPL_192.4_per.wav,192.4,3.736942977,3.736943007,4.592097282, 
Rock_2_HPTSM_44.27_per.wav,44.27,1.035149743,1.035149742,1.153670624, 
Male_7_HPTSM_44.27_per.wav,44.27,2.401151292,2.401151299,2.486854076, 
Solo_flute_1_PV_IPL_166.7_per.wav,166.7,4.15489781,4.154897928,4.056009054, 
Female_opera_WSOLA_99.61_per.wav,99.61,4.439236528,4.439236641,4.079456806, 
Alto_Sax_08_FESOLA_44.27_per.wav,44.27,2.584897483,2.584897518,3.026254654, 
Yellow_1_FESOLA_78.21_per.wav,78.21,2.541425861,2.541425824,2.570888162, 
G_Minor_uTVS_53.83_per.wav,53.83,2.713119431,2.713119388,2.649784207, 
Female_opera_WSOLA_65.24_per.wav,65.24,3.623704166,3.623704195,3.264589787, 
Ardour_1_PV_99.61_per.wav,99.61,4.653564527,4.653564453,4.467189074, 
Guitar_WSOLA_166.7_per.wav,166.7,2.593684299,2.593684316,3.330589533, 
Child_2_PV_IPL_99.61_per.wav,99.61,4.797136509,4.797136545,4.217730284, 
Synth_Bass_1_PV_44.27_per.wav,44.27,2.251737407,2.251737356,1.608444214, 
Rock_2_PV_138.1_per.wav,138.1,4.251784439,4.251784325,4.06358552, 
Tambourine_01_PV_IPL_78.21_per.wav,78.21,3.495023405,3.495023489,3.176327229, 
Female_12_FESOLA_82.58_per.wav,82.58,3.956827129,3.956827164,3.887027979, 
Brass_and_perc_6_WSOLA_38.38_per.wav,38.38,1.312864769,1.31286478,1.383225709, 
Male_7_PV_53.83_per.wav,53.83,3.000956392,3.000956297,3.289301395, 
Saxophones_1_HPTSM_138.1_per.wav,138.1,4.229893915,4.229893923,4.107472181, 
Farmacist_2_PV_IPL_53.83_per.wav,53.83,2.784471536,2.784471512,2.912388802, 
Alto_Sax_07_HPTSM_192.4_per.wav,192.4,4.178982763,4.178982735,4.220578671, 
Jazz_2_PV_IPL_166.7_per.wav,166.7,4.453181988,4.453181982,4.306117773, 
